Source,Date,Description,Amount
UFCU checking,04/21,"CO : USAA P & C EXT
ACH USAA P & C EXT
TYPE : AUTOPAY ID : USAA - PC",$614.10
UFCU checking,04/27,ACH USAA.COM PAYMNT,$544.89
paypalcredit_2020.pdf,02/08/20,PATAGONIA STATEMENT,$170.44
paypalcredit_2020.pdf,01/29/20,Cash Advance,$185.52
paypalcredit_2020.pdf,02/23/20,PATAGONIA,$112.58
paypalcredit_2020.pdf,02/25/20,PATAGONIA,$267.38
paypalcredit_2020.pdf,03/30/20,GENYPLANNIN,$299.00
paypalcredit_2020.pdf,05/01/20,GENYPLANNIN,$299.00
paypalcredit_2020.pdf,05/05/20,ETSY,$43.15
paypalcredit_2020.pdf,05/12/20,RUTLANDREC,$61.69
paypalcredit_2020.pdf,05/31/20,GENYPLANNIN ,$299.00
paypalcredit_2020.pdf,06/16/20,IFIXIT 805-464-0573,$71.16
paypalcredit_2020.pdf,06/17/20,DR CRUCIAL,$270.60
paypalcredit_2020.pdf,07/03/20,WESTCOTTDES,"$1,560.00"
paypalcredit_2020.pdf,06/15/20,Cash Advance,$103.20
paypalcredit_2020.pdf,07/14/20,VIVIDRACING,$180.05
paypalcredit_2020.pdf,07/15/20,BUILTRIGHT,$39.99
paypalcredit_2020.pdf,07/16/20,FRONTRUNNER,$181.04
paypalcredit_2020.pdf,07/21/20,RVPARTSCOUN,$954.97
paypalcredit_2020.pdf,07/21/20,SIERRAEXPED,$215.55
paypalcredit_2020.pdf,07/21/20,CAMPLUX,$159.64
paypalcredit_2020.pdf,07/21/20,VITACOSTCOM,$106.45
paypalcredit_2020.pdf,07/21/20,FORDTRUCKS,$19.99
paypalcredit_2020.pdf,07/22/20,LUCKY8OFFRO EBAY LUC,"$1,061.49"
paypalcredit_2020.pdf,07/28/20,GPS4US.COM,$116.95
paypalcredit_2020.pdf,08/02/20,HOME DEPOT,$378.81
paypalcredit_2020.pdf,08/16/20,BESTBUY COM,$140.71
paypalcredit_2020.pdf,08/16/20,BESTBUY COM,$140.71
paypalcredit_2020.pdf,08/20/20,CHARPORTERS EBAY CHA,$62.76
paypalcredit_2020.pdf,08/23/20,BEDBATHBEY,$432.99
paypalcredit_2020.pdf,09/08/20,HUTCH MTN,$507.93
paypalcredit_2020.pdf,09/12/20,SUMMIT,$61.53
paypalcredit_2020.pdf,09/15/20,CARID.COM,$840.12
paypalcredit_2020.pdf,09/24/20,MRELECTRONI,$399.95
paypalcredit_2020.pdf,09/29/20,KP ACADEMY,"$1,000.00"
paypalcredit_2020.pdf,10/01/20,MOXIESOUTLE,$20.24
paypalcredit_2020.pdf,10/09/20,GIVING FUND,$1.00
paypalcredit_2020.pdf,10/09/20,VERDE CAMP,$78.92
paypalcredit_2020.pdf,10/22/20,GOFIT LLC STATEMENT,$114.96
paypalcredit_2020.pdf,10/24/20,VERDE CAMP,$100.00
paypalcredit_2020.pdf,10/16/20,Cash Advance,$206.10
paypalcredit_2020.pdf,11/20/20,POWERSTROKE PATENT,$89.74
paypalcredit_2020.pdf,11/26/20,ETORQUED,$115.30
paypalcredit_2020.pdf,11/27/20,BESTBUY COM,$259.79
paypalcredit_2020.pdf,11/28/20,BESTBUY COM,$303.09
paypalcredit_2020.pdf,12/07/20,GALEBANKSEN,$324.00
paypalcredit_2020.pdf,12/24,BESTBUY,$703.61
